name;value_euro;wage_euro;height_cm;weight_kgs;age;nationality;overall_rating;positions;preferred_foot;club_team
S. Berghuis;13500000.0;20000.0;182.88;74.8;27;Netherlands;79;RW;Left;Feyenoord
M. Uth;15000000.0;40000.0;185.42;72.1;27;Germany;79;ST,RW,RM;Left;FC Schalke 04
D. Sidibé;12000000.0;61000.0;182.88;81.2;26;France;79;RB,LB;Right;AS Monaco
M. Badelj;10000000.0;50000.0;185.42;79.8;30;Croatia;79;CDM,CM;Right;Lazio
David López;11500000.0;32000.0;182.88;81.2;29;Spain;79;CB,CDM;Right;RCD Espanyol
G. Ramírez;13000000.0;41000.0;182.88;77.1;28;Uruguay;79;CAM;Left;Sampdoria
J. Veretout;16500000.0;59000.0;175.26;67.1;26;France;79;CM,CDM;Right;Fiorentina
M. Rojo;10000000.0;115000.0;187.96;84.8;28;Argentina;79;CB;Left;Manchester United
J. Gouweleeuw;12000000.0;28000.0;187.96;78.0;27;Netherlands;79;CB;Right;FC Augsburg
D. Demme;12000000.0;50000.0;170.18;68.0;27;Germany;79;CDM,CM;Right;RB Leipzig
Deulofeu;16000000.0;58000.0;152.4;73.0;24;Spain;79;CF,RW,RM,LW;Right;Watford
Sergi Darder;16500000.0;29000.0;154.94;71.2;25;Spain;79;CM,CDM;Right;RCD Espanyol
J. Tarkowski;13500000.0;53000.0;193.04;81.2;26;England;79;CB;Right;Burnley
J. Vestergaard;12500000.0;48000.0;198.12;98.0;26;Denmark;79;CB;Right;Southampton
D. Klaassen;15000000.0;32000.0;152.4;69.9;26;Netherlands;79;CM,CAM;Right;SV Werder Bremen
Zé Luís;13500000.0;1000.0;182.88;88.0;28;Cape Verde;79;ST;Left;Spartak Moscow
L. Karius;11500000.0;71000.0;187.96;87.1;25;Germany;79;GK;Right;Beşiktaş JK
N. Pope;11000000.0;45000.0;200.66;76.2;26;England;79;GK;Right;Burnley
Pozuelo;15000000.0;21000.0;172.72;72.1;27;Spain;79;CAM,CM;Right;KRC Genk
J. Brooks;14000000.0;44000.0;193.04;78.0;26;United States;79;CB;Left;VfL Wolfsburg
S. Arias;12000000.0;50000.0;152.4;72.1;27;Colombia;79;RB;Right;Atlético Madrid
Roque Mesa;10000000.0;20000.0;170.18;73.9;29;Spain;79;CDM,CM;Right;Sevilla FC
K. Zouma;14000000.0;80000.0;190.5;96.2;24;France;79;CB;Right;Everton
Mário Rui;11500000.0;60000.0;170.18;67.1;27;Portugal;79;LB;Left;Napoli
W. Orban;13000000.0;48000.0;185.42;83.0;26;Hungary;79;CB;Right;RB Leipzig
Denis Suárez;16000000.0;120000.0;175.26;68.9;25;Spain;79;CM,LW,RW;Right;Arsenal
K. Rekik;14000000.0;26000.0;185.42;78.9;24;Netherlands;79;CB;Left;Hertha BSC
D. Baselli;15500000.0;49000.0;182.88;69.9;26;Italy;79;CM;Right;Torino
Z. Feddal;10000000.0;27000.0;190.5;83.0;29;Morocco;79;CB;Left;Real Betis
L. Milivojević;12500000.0;56000.0;185.42;79.8;27;Serbia;79;CDM,CM;Right;Crystal Palace
Sergio Rico;11500000.0;13000.0;193.04;88.9;25;Spain;79;GK;Right;Fulham
M. Keane;13500000.0;84000.0;190.5;82.1;26;England;79;CB;Right;Everton
Roger;13500000.0;32000.0;152.4;73.9;28;Spain;79;ST;Right;Levante UD
G. Pizarro;10000000.0;58000.0;185.42;73.9;29;Argentina;79;CDM;Right;Tigres U.A.N.L.
S. Kolašinac;13000000.0;89000.0;182.88;84.8;25;Bosnia Herzegovina;79;LB,LWB;Left;Arsenal
J. Correa;17500000.0;46000.0;187.96;77.1;24;Argentina;79;LM,ST,CAM;Right;Lazio
D. Zapata;14500000.0;45000.0;187.96;88.0;27;Colombia;79;ST;Right;Atalanta
L. Alario;16000000.0;67000.0;182.88;78.0;26;Argentina;79;ST;Right;Bayer 04 Leverkusen
D. Zappacosta;12500000.0;94000.0;182.88;72.1;26;Italy;79;RB,RWB;Right;Chelsea
A. Saint-Maximin;18000000.0;31000.0;172.72;67.1;21;France;79;RW,LW,ST;Right;OGC Nice
Diego Carlos;13000000.0;28000.0;185.42;86.2;25;Brazil;79;CB;Right;FC Nantes
M. Dúbravka;10000000.0;43000.0;190.5;79.8;30;Slovakia;79;GK;Right;Newcastle United
H. Winks;17500000.0;77000.0;175.26;73.9;23;England;79;CM,CDM;Right;Tottenham Hotspur
F. Cervi;17000000.0;15000.0;165.1;62.1;24;Argentina;79;LW;Left;SL Benfica
V. Rongier;16500000.0;28000.0;172.72;69.9;24;France;79;CM,CDM,CAM;Right;FC Nantes
David Soria;10500000.0;20000.0;193.04;84.8;25;Spain;79;GK;Right;Getafe CF
K. Toko-Ekambi;15000000.0;38000.0;185.42;73.9;26;Cameroon;79;ST,LW;Right;Villarreal CF
Dyego Sousa;13000000.0;21000.0;190.5;83.0;29;Brazil;79;ST;Right;SC Braga
C. Pavón;17500000.0;27000.0;175.26;78.0;23;Argentina;79;RW,ST,RM,LW;Right;Boca Juniors
M. Campaña;10000000.0;21000.0;185.42;74.8;29;Uruguay;79;GK;Right;Uruguay
A. Diallo;15000000.0;43000.0;185.42;78.9;22;France;79;CB,LB;Left;Borussia Dortmund
Marcos Llorente;16000000.0;110000.0;182.88;73.0;24;Spain;79;CDM;Right;Real Madrid
B. Verbič;16000000.0;1000.0;152.4;69.9;25;Slovenia;79;LM,RM;Right;Dynamo Kyiv
M. Eggestein;17000000.0;25000.0;154.94;74.8;22;Germany;79;CM,CAM,CDM;Right;SV Werder Bremen
T. Kehrer;16000000.0;51000.0;185.42;76.2;22;Germany;79;CB,RB,LB;Right;Paris Saint-Germain
G. Martínez;16000000.0;11000.0;172.72;74.8;25;Argentina;79;CAM,LM,RM;Left;Atlanta United
B. Pavard;14500000.0;32000.0;185.42;76.2;22;France;79;CB,RB;Right;VfB Stuttgart
L. Tousart;14500000.0;43000.0;185.42;83.0;21;France;79;CDM;Right;Olympique Lyonnais
M. Dmitrović;10000000.0;21000.0;193.04;89.8;27;Serbia;79;GK;Left;SD Eibar
Soares;13500000.0;18000.0;187.96;82.1;28;Brazil;79;ST;Right;FC Porto
L. Pellegrini;18500000.0;57000.0;185.42;77.1;22;Italy;79;CM,CAM,CDM;Right;Roma
F. Mendy;15000000.0;52000.0;152.4;73.0;23;France;79;LB,LWB;Left;Olympique Lyonnais
A. Lunev;;;187.96;79.8;27;Russia;79;GK;Right;Russia
Maikel Catarino;3600000.0;38000.0;152.4;74.8;35;Brazil;79;RB,LM;Right;Atlético Mineiro
Antônio Chiamuloira;9500000.0;30000.0;182.88;78.9;31;Brazil;79;CB,LB;Left;Internacional
Melvin Parrela;9500000.0;20000.0;187.96;88.0;31;Brazil;79;CDM,CM;Right;América FC (Minas Gerais)
Gabri Prestão;9000000.0;24000.0;185.42;79.8;27;Brazil;79;GK;Right;Internacional
Luimo Boas Santos;12000000.0;26000.0;175.26;73.0;31;Brazil;79;ST;Right;Santos
F. Kessié;19500000.0;24000.0;182.88;76.2;22;Ivory Coast;79;CM;Right;Milan
T. Alexander-Arnold;17000000.0;40000.0;154.94;68.9;20;England;79;RB;Right;Liverpool
L. Martínez;18000000.0;54000.0;175.26;78.9;21;Argentina;79;ST;Right;Inter
J. Sancho;21000000.0;26000.0;154.94;76.2;18;England;79;RM,LM;Right;Borussia Dortmund
Raphinha;17500000.0;14000.0;175.26;68.0;22;Brazil;79;RW,LW;Left;Sporting CP
Lucas Paquetá;20500000.0;65000.0;154.94;72.1;21;Brazil;79;CAM,CM;Left;Milan
F. Chiesa;18500000.0;51000.0;175.26;69.9;21;Italy;79;RW,CF;Right;Fiorentina
Rúben Dias;15000000.0;10000.0;185.42;82.1;21;Portugal;79;CB;Right;Portugal
Éder Militão;16000000.0;11000.0;185.42;78.9;21;Brazil;79;CB,RB;Right;FC Porto
V. Tsygankov;18000000.0;1000.0;152.4;68.9;21;Ukraine;79;RM,LM;Left;Dynamo Kyiv
Loren;16500000.0;27000.0;187.96;82.1;25;Spain;79;ST;Right;Real Betis
S. Radu;10000000.0;51000.0;182.88;78.9;32;Romania;80;CB;Left;Lazio
M. Škrtel;6000000.0;68000.0;190.5;81.2;34;Slovakia;80;CB;Right;Fenerbahçe SK
Raúl García;13000000.0;30000.0;182.88;83.0;32;Spain;80;CAM;Right;Athletic Club de Bilbao
D. Valeri;11500000.0;12000.0;152.4;74.8;32;Argentina;80;CAM,CF,ST;Right;Portland Timbers
D. Criscito;10000000.0;21000.0;182.88;74.8;32;Italy;80;CB,LB;Left;Genoa
A. Candreva;13000000.0;69000.0;154.94;69.9;32;Italy;80;RM;Right;Inter
S. Romero;9000000.0;91000.0;193.04;87.1;32;Argentina;80;GK;Right;Manchester United
Marcano;10000000.0;63000.0;187.96;77.1;31;Spain;80;CB;Left;Roma
Pedro León;13000000.0;30000.0;182.88;73.0;32;Spain;80;RM;Right;SD Eibar
V. Birsa;13000000.0;41000.0;182.88;81.2;32;Slovenia;80;CAM,RW;Left;Cagliari
I. Piatti;9000000.0;13000.0;154.94;76.2;34;Argentina;80;LW,CF,ST;Right;Montreal Impact
K. Gameiro;13500000.0;45000.0;172.72;69.9;31;France;80;ST;Right;Valencia CF
A. Fernández;11000000.0;20000.0;152.4;73.0;32;Argentina;80;CM,CDM;Right;Beijing Renhe FC
M. Valbuena;9000000.0;81000.0;167.64;63.0;34;France;80;LW,LM,CAM;Right;Fenerbahçe SK
Beñat;12500000.0;30000.0;152.4;76.2;32;Spain;80;CM;Right;Athletic Club de Bilbao
Nacho Monreal;8000000.0;99000.0;152.4;72.1;33;Spain;80;LB,CB;Left;Arsenal
Antunes;9500000.0;27000.0;175.26;68.9;31;Portugal;80;LB;Left;Getafe CF
Alexandre Pato;15500000.0;35000.0;154.94;81.2;29;Brazil;80;ST,LW,CAM;Right;Tianjin Quanjian FC
Sidnei;12000000.0;29000.0;187.96;88.0;29;Brazil;80;CB;Right;Real Betis
A. Modeste;14500000.0;31000.0;187.96;83.9;30;France;80;ST;Right;1. FC Köln
A. Rami;8500000.0;49000.0;190.5;89.8;33;France;80;CB;Right;Olympique de Marseille
D. Perotti;14500000.0;78000.0;152.4;69.9;30;Argentina;80;LW;Right;Roma
O. Toprak;13500000.0;55000.0;185.42;83.0;29;Turkey;80;CB;Right;Borussia Dortmund
M. Musacchio;12500000.0;85000.0;154.94;73.0;28;Argentina;80;CB;Right;Milan
S. Ulreich;10000000.0;61000.0;193.04;83.9;30;Germany;80;GK;Right;FC Bayern München
Y. M'Vila;13500000.0;38000.0;182.88;79.8;28;France;80;CDM,CM;Right;AS Saint-Étienne
Camacho;13500000.0;51000.0;182.88;74.8;28;Spain;80;CDM,CM,CB;Right;VfL Wolfsburg
N. Nkoulou;12000000.0;50000.0;182.88;77.1;28;Cameroon;80;CB;Right;Torino
M. Lanzini;18500000.0;84000.0;167.64;59.0;26;Argentina;80;CAM,CM,LM;Right;West Ham United
S. Kagawa;14500000.0;61000.0;175.26;68.0;29;Japan;80;CAM,CM,CF;Right;Beşiktaş JK
Guaita;9000000.0;48000.0;190.5;79.8;32;Spain;80;GK;Right;Crystal Palace
L. de Jong;16000000.0;23000.0;187.96;86.2;28;Netherlands;80;ST;Right;PSV
C. Smalling;12000000.0;120000.0;193.04;81.2;29;England;80;CB;Right;Manchester United
Iago Falqué;15000000.0;59000.0;175.26;68.9;29;Spain;80;RW,ST;Left;Torino
J. Zoet;12500000.0;16000.0;187.96;88.0;28;Netherlands;80;GK;Right;PSV
D. Blind;13500000.0;22000.0;154.94;72.1;28;Netherlands;80;CB,LB,CDM;Left;Ajax
Maicon;11500000.0;46000.0;190.5;88.9;30;Brazil;80;CB;Right;Al Nassr
R. Pereyra;15500000.0;65000.0;182.88;77.1;28;Argentina;80;LM,CAM,CM;Right;Watford
R. Rodríguez;15500000.0;81000.0;154.94;77.1;26;Switzerland;80;LB,CB;Left;Milan
G. Pezzella;14500000.0;59000.0;185.42;81.2;27;Argentina;80;CB;Right;Fiorentina
D. Didavi;15000000.0;44000.0;154.94;77.1;29;Germany;80;CAM,CM;Left;VfB Stuttgart
André Almeida;12000000.0;15000.0;185.42;79.8;28;Portugal;80;RB;Right;SL Benfica
A. Yarmolenko;15000000.0;92000.0;190.5;83.0;29;Ukraine;80;RM,RW;Left;West Ham United
Sergi Enrich;15500000.0;34000.0;154.94;77.1;29;Spain;80;ST;Right;SD Eibar
P. Kadeřábek;14000000.0;39000.0;182.88;81.2;26;Czech Republic;80;RWB,RB,RM;Right;TSG 1899 Hoffenheim
Héctor Bellerín;16500000.0;85000.0;152.4;73.9;23;Spain;80;RB,RWB;Right;Arsenal
T. Vaclík;11500000.0;17000.0;187.96;84.8;29;Czech Republic;80;GK;Right;Sevilla FC
E. Zahavi;14500000.0;24000.0;182.88;71.2;31;Israel;80;CF,ST;Right;Guangzhou R&F FC
Iñigo Martínez;14000000.0;27000.0;182.88;77.1;27;Spain;80;CB;Left;Athletic Club de Bilbao
M. Batshuayi;19000000.0;105000.0;185.42;78.0;25;Belgium;80;ST;Right;Crystal Palace
Portu;17500000.0;37000.0;152.4;69.9;26;Spain;80;RM,ST;Right;Girona FC
T. Inui;14000000.0;30000.0;170.18;63.0;30;Japan;80;LM,LW;Right;Deportivo Alavés
Bernard;17500000.0;97000.0;165.1;59.9;26;Brazil;80;LM,LW;Right;Everton
B. Davies;15000000.0;82000.0;182.88;76.2;25;Wales;80;LB;Left;Tottenham Hotspur
L. Shaw;16500000.0;96000.0;154.94;74.8;23;England;80;LB;Left;Manchester United
T. Stepanenko;12000000.0;1000.0;154.94;76.2;29;Ukraine;80;CDM;Left;Shakhtar Donetsk
Manu Trigueros;17000000.0;39000.0;152.4;74.8;27;Spain;80;CM,CDM;Right;Villarreal CF
L. Paredes;19500000.0;72000.0;154.94;74.8;24;Argentina;80;CM,CDM;Right;Paris Saint-Germain
C. Bacca;13500000.0;42000.0;154.94;77.1;32;Colombia;80;ST;Right;Villarreal CF
Y. Poulsen;18500000.0;55000.0;193.04;78.0;24;Denmark;80;ST;Right;RB Leipzig
H. Çalhanoğlu;19000000.0;89000.0;152.4;76.2;25;Turkey;80;LW,CAM;Right;Milan
E. Can;19500000.0;91000.0;182.88;82.1;25;Germany;80;CM,CDM;Right;Juventus
N. Aké;16500000.0;58000.0;154.94;74.8;24;Netherlands;80;CB;Left;Bournemouth
Fred;18000000.0;120000.0;170.18;64.0;26;Brazil;80;CM;Left;Manchester United
Pacheco;13000000.0;23000.0;185.42;81.2;26;Spain;80;GK;Left;Deportivo Alavés
J. Quintero;18000000.0;29000.0;167.64;67.1;26;Colombia;80;CAM,CF;Left;Colombia
E. Hysaj;16500000.0;54000.0;182.88;69.9;25;Albania;80;RB;Right;Napoli
M. Sanson;19500000.0;47000.0;154.94;73.0;24;France;80;CM,CDM,CAM;Right;Olympique de Marseille
N. Tagliafico;15000000.0;20000.0;172.72;64.9;26;Argentina;80;LB;Left;Ajax
André Gomes;19000000.0;130000.0;187.96;83.9;25;Portugal;80;CM,CDM;Right;Everton
Gayà;16500000.0;33000.0;172.72;66.2;23;Spain;80;LB;Left;Valencia CF
Santi Mina;20000000.0;40000.0;154.94;77.1;23;Spain;80;ST;Right;Valencia CF
Rony Lopes;20000000.0;65000.0;175.26;68.0;23;Portugal;80;LM,RM,CF;Left;AS Monaco
A. Christensen;18000000.0;85000.0;187.96;81.2;22;Denmark;80;CB;Right;Chelsea
F. Armani;9000000.0;22000.0;187.96;88.0;32;Argentina;80;GK;Right;Argentina
G. Rulli;14000000.0;26000.0;187.96;83.9;26;Argentina;80;GK;Right;Real Sociedad
K. Baldé;20000000.0;65000.0;154.94;79.8;24;Senegal;80;RM,ST,LM;Right;Inter
Williams;20500000.0;29000.0;185.42;78.9;24;Spain;80;ST,RW;Right;Athletic Club de Bilbao
J. Seri;17000000.0;68000.0;170.18;73.0;27;Ivory Coast;80;CM;Right;Fulham
Rafa;18500000.0;17000.0;172.72;66.2;25;Portugal;80;RW,LW;Right;Portugal
M. Dahoud;19500000.0;50000.0;152.4;68.0;23;Germany;80;CM,CDM;Right;Borussia Dortmund
M. Vecino;14500000.0;63000.0;187.96;81.2;27;Uruguay;80;CDM,CM;Right;Inter
A. Rebić;19500000.0;41000.0;185.42;78.0;25;Croatia;80;ST,LW,CAM;Right;Eintracht Frankfurt
M. Caldara;17500000.0;73000.0;187.96;79.8;24;Italy;80;CB;Right;Milan
Raúl;13500000.0;19000.0;187.96;81.2;29;Brazil;80;CB;Left;SC Braga
Mariano;20000000.0;140000.0;154.94;76.2;25;Dominican Republic;80;ST;Right;Real Madrid
J. Weigl;16500000.0;45000.0;185.42;72.1;23;Germany;80;CDM,CB;Right;Borussia Dortmund
M. Acuña;14000000.0;16000.0;172.72;68.9;27;Argentina;80;LB,LW,CM;Left;Argentina
David Villa;6500000.0;11000.0;175.26;68.9;37;Spain;81;ST;Right;Vissel Kobe
J. Milner;13500000.0;120000.0;175.26;69.9;33;England;81;CM,LB;Right;Liverpool
Nani;15500000.0;14000.0;152.4;69.9;32;Portugal;81;LW,RW;Right;Orlando City SC
Jesús Navas;14000000.0;24000.0;170.18;59.9;33;Spain;81;RM,RB;Right;Sevilla FC
Santi Cazorla;10500000.0;42000.0;167.64;64.9;34;Spain;81;CM,LM,CAM,CDM;Right;Villarreal CF
B. Gomis;14000000.0;56000.0;182.88;77.1;33;France;81;ST;Right;Al Hilal
L. Fabiański;9000000.0;70000.0;190.5;83.0;33;Poland;81;GK;Right;West Ham United
Renato Augusto;16500000.0;28000.0;185.42;86.2;31;Brazil;81;CM,CAM,CDM,LM;Right;Beijing Sinobo Guoan FC
C. Vela;17500000.0;15000.0;152.4;77.1;30;Mexico;81;RW,LW,CAM,ST;Left;Los Angeles FC
D. Rose;14500000.0;92000.0;175.26;76.2;28;England;81;LB,LWB;Left;Tottenham Hotspur
E. Lamela;21000000.0;105000.0;182.88;79.8;27;Argentina;81;RM,LM;Left;Tottenham Hotspur
L. Piszczek;7000000.0;57000.0;182.88;78.9;33;Poland;81;RB;Right;Borussia Dortmund
K. Boateng;15000000.0;65000.0;185.42;86.2;32;Ghana;81;CM,ST,CAM,CF;Right;FC Barcelona
S. Bender;14000000.0;69000.0;185.42;81.2;29;Germany;81;CB,CDM;Right;Bayer 04 Leverkusen
S. Kjær;14000000.0;23000.0;187.96;83.9;29;Denmark;81;CB;Right;Sevilla FC
B. Höwedes;13000000.0;1000.0;187.96;77.1;31;Germany;81;CB,LB;Right;Lokomotiv Moscow
F. Muslera;10000000.0;52000.0;190.5;73.9;32;Uruguay;81;GK;Right;Galatasaray SK
L. Fejsa;14000000.0;17000.0;182.88;79.8;30;Serbia;81;CDM;Right;SL Benfica
C. Stuani;16000000.0;44000.0;185.42;72.1;32;Uruguay;81;ST;Right;Girona FC
L. Stindl;18000000.0;43000.0;154.94;79.8;30;Germany;81;CF;Right;Borussia Mönchengladbach
F. Smolov;18500000.0;1000.0;187.96;79.8;29;Russia;81;ST;Right;Lokomotiv Moscow
S. Nzonzi;14000000.0;71000.0;195.58;74.8;30;France;81;CDM,CM;Right;Roma
K. Trapp;14000000.0;65000.0;187.96;86.2;28;Germany;81;GK;Right;Eintracht Frankfurt
Hulk;15500000.0;25000.0;154.94;84.8;32;Brazil;81;RM,CAM,ST;Left;Shanghai SIPG FC
Muniain;21000000.0;31000.0;170.18;63.0;26;Spain;81;CAM,LW;Right;Athletic Club de Bilbao
S. El Shaarawy;21000000.0;77000.0;152.4;72.1;26;Italy;81;LW;Right;Roma
E. Salvio;18500000.0;19000.0;172.72;77.1;28;Argentina;81;RW;Right;SL Benfica
J. Pastore;17000000.0;77000.0;187.96;78.0;29;Argentina;81;CM,LW,RW;Right;Roma
Ander Herrera;17500000.0;140000.0;182.88;69.9;29;Spain;81;CM,CDM;Right;Manchester United
M. Götze;22500000.0;68000.0;175.26;74.8;26;Germany;81;CF,CAM;Right;Borussia Dortmund
K. Vogt;17500000.0;42000.0;193.04;84.8;27;Germany;81;CB;Right;TSG 1899 Hoffenheim
A. Areola;17000000.0;61000.0;195.58;93.9;26;France;81;GK;Right;Paris Saint-Germain
J. Corona;21000000.0;18000.0;172.72;62.1;26;Mexico;81;RM,RB;Right;Mexico
D. Lovren;16000000.0;115000.0;187.96;83.9;29;Croatia;81;CB;Right;Liverpool
S. Verdi;19500000.0;77000.0;170.18;60.8;26;Italy;81;RW,CAM;Left;Napoli
D. Tadić;17500000.0;26000.0;154.94;76.2;30;Serbia;81;CAM,LW,RW;Left;Ajax
C. Aránguiz;17000000.0;76000.0;170.18;69.9;29;Chile;81;CM,CDM;Right;Bayer 04 Leverkusen
G. Xhaka;22000000.0;115000.0;185.42;82.1;26;Switzerland;81;CM,CDM;Left;Arsenal
Vitolo;18000000.0;65000.0;185.42;78.9;29;Spain;81;LM,RM;Right;Atlético Madrid
L. Digne;18500000.0;85000.0;152.4;73.9;25;France;81;LB;Left;Everton
N. Schulz;17000000.0;40000.0;154.94;78.0;25;Germany;81;LWB,LM,LB;Left;TSG 1899 Hoffenheim
K. Volland;22000000.0;76000.0;152.4;84.8;26;Germany;81;ST,RW,LW;Left;Bayer 04 Leverkusen
J. Iličić;17000000.0;41000.0;190.5;78.9;31;Slovenia;81;CF,CAM;Left;Atalanta
F. Ghoulam;14500000.0;68000.0;182.88;79.8;28;Algeria;81;LB;Left;Napoli
João Mário;22500000.0;71000.0;152.4;73.0;26;Portugal;81;CAM,LW,CM,RM;Right;Inter
A. Correa;24500000.0;54000.0;170.18;68.0;24;Argentina;81;RM,ST;Right;Atlético Madrid
Dani García;16000000.0;31000.0;154.94;79.8;28;Spain;81;CDM,CM;Right;Athletic Club de Bilbao
M. Brozović;18500000.0;64000.0;154.94;68.0;26;Croatia;81;CDM,CM;Right;Inter
Morales;17000000.0;36000.0;154.94;69.9;31;Spain;81;CF,ST,LM,RM;Right;Levante UD
T. Bakayoko;20000000.0;91000.0;187.96;84.8;24;France;81;CDM,CM;Right;Milan
V. Lindelöf;21000000.0;105000.0;187.96;79.8;24;Sweden;81;CB;Right;Manchester United
Dani Ceballos;25000000.0;120000.0;152.4;69.9;22;Spain;81;CM,LM;Right;Real Madrid
Rúben Neves;24000000.0;63000.0;154.94;79.8;21;Portugal;81;CM;Right;Wolverhampton Wanderers
E. Bailly;19500000.0;105000.0;185.42;77.1;24;Ivory Coast;81;CB;Right;Manchester United
Pablo Fornals;24500000.0;36000.0;152.4;67.1;23;Spain;81;CAM,LM,RM,CM;Right;Villarreal CF
Gelson Martins;24000000.0;54000.0;172.72;73.9;23;Portugal;81;RM;Right;AS Monaco
W. Ndidi;20000000.0;53000.0;182.88;73.9;22;Nigeria;81;CDM,CM;Right;Leicester City
M. Marega;21000000.0;21000.0;185.42;83.0;27;Mali;81;ST,RM;Right;FC Porto
Nélson Semedo;20000000.0;125000.0;152.4;67.1;25;Portugal;81;RB;Right;FC Barcelona
M. Akanji;21000000.0;49000.0;187.96;84.8;23;Switzerland;81;CB;Right;Borussia Dortmund
L. Bailey;26500000.0;54000.0;152.4;78.9;21;Jamaica;81;LM,RM;Left;Bayer 04 Leverkusen
Laure Santeiro;17000000.0;40000.0;170.18;63.0;31;Brazil;81;CAM,LW;Left;Fluminense
M. Almirón;23000000.0;55000.0;175.26;63.0;25;Paraguay;81;CAM;Left;Newcastle United
L. Jović;25500000.0;14000.0;182.88;87.1;21;Serbia;81;ST,CAM;Right;Eintracht Frankfurt
K. Havertz;26500000.0;35000.0;187.96;83.0;19;Germany;81;CAM,RM,CF;Left;Bayer 04 Leverkusen
Pepe Reina;5000000.0;52000.0;187.96;92.1;36;Spain;82;GK;Right;Milan
P. Čech;3000000.0;60000.0;195.58;89.8;36;Czech Republic;82;GK;Left;Arsenal
Aduriz;8000000.0;29000.0;182.88;78.0;38;Spain;82;ST;Right;Athletic Club de Bilbao
Dani Alves;4800000.0;62000.0;172.72;68.0;35;Brazil;82;RB,CM;Right;Paris Saint-Germain
H. Herrera;22000000.0;22000.0;182.88;72.1;28;Mexico;82;CM;Right;Mexico
L. Biglia;12500000.0;98000.0;152.4;63.0;33;Argentina;82;CDM,CM;Right;Milan
F. Quagliarella;10000000.0;42000.0;154.94;78.9;36;Italy;82;ST;Right;Sampdoria
M. Dembélé;;;185.42;82.1;31;Belgium;82;CM,CDM;Left;Belgium
João Moutinho;19000000.0;92000.0;170.18;60.8;32;Portugal;82;CM,CDM,CAM;Right;Wolverhampton Wanderers
Cesc Fàbregas;19000000.0;86000.0;152.4;77.1;31;Spain;82;CM,CDM;Right;AS Monaco
A. Consigli;13500000.0;52000.0;187.96;82.1;32;Italy;82;GK;Right;Sassuolo
S. Mandanda;11000000.0;46000.0;185.42;82.1;33;France;82;GK;Right;Olympique de Marseille
L. Koscielny;12500000.0;115000.0;185.42;74.8;33;France;82;CB;Right;Arsenal
E. Viviano;12500000.0;15000.0;195.58;89.8;33;Italy;82;GK;Left;SPAL
Jardel;12500000.0;17000.0;193.04;87.1;32;Brazil;82;CB;Right;SL Benfica
E. Garay;15000000.0;44000.0;187.96;89.8;32;Argentina;82;CB;Right;Valencia CF
A. Guardado;19000000.0;35000.0;170.18;67.1;32;Mexico;82;CM,CDM;Left;Real Betis
Adán;13500000.0;50000.0;190.5;92.1;31;Spain;82;GK;Left;Atlético Madrid
Juan Mata;21000000.0;155000.0;170.18;60.8;30;Spain;82;RW,RM,CAM;Left;Manchester United
O. Giroud;20000000.0;140000.0;193.04;92.1;32;France;82;ST;Left;Chelsea
R. Fährmann;17000000.0;35000.0;198.12;98.0;30;Germany;82;GK;Right;FC Schalke 04
F. Fazio;15000000.0;73000.0;195.58;84.8;31;Argentina;82;CB;Right;Roma
V. Ćorluka;12500000.0;1000.0;193.04;83.9;33;Croatia;82;CB;Right;Lokomotiv Moscow
Pedro;21000000.0;140000.0;170.18;64.9;31;Spain;82;RW,LW;Right;Chelsea
K. Strootman;18000000.0;60000.0;185.42;79.8;29;Netherlands;82;CDM,CM;Left;Olympique de Marseille
K. Glik;16500000.0;79000.0;190.5;79.8;31;Poland;82;CB;Right;AS Monaco
S. Mustafi;22500000.0;115000.0;182.88;82.1;26;Germany;82;CB;Right;Arsenal
D. Subašić;11000000.0;64000.0;190.5;83.9;34;Croatia;82;GK;Right;AS Monaco
H. Mkhitaryan;21500000.0;135000.0;152.4;74.8;30;Armenia;82;RM,RW,CAM;Right;Arsenal
T. Delaney;21500000.0;61000.0;182.88;78.9;27;Denmark;82;CDM,CM;Left;Borussia Dortmund
X. Shaqiri;24000000.0;140000.0;170.18;72.1;27;Switzerland;82;RW,RM,CAM;Left;Liverpool
Mário Fernandes;18500000.0;1000.0;187.96;79.8;28;Russia;82;RWB,RM;Right;PFC CSKA Moscow
Willian José;26500000.0;44000.0;187.96;93.0;27;Brazil;82;ST;Right;Real Sociedad
S. Coates;21000000.0;19000.0;195.58;92.1;28;Uruguay;82;CB;Right;Uruguay
Bartra;21000000.0;32000.0;182.88;73.0;28;Spain;82;CB;Right;Real Betis
Jonathan Viera;22500000.0;31000.0;170.18;64.0;29;Spain;82;CAM,CM;Right;Beijing Sinobo Guoan FC
Luis Alberto;27500000.0;67000.0;182.88;73.9;26;Spain;82;CF,CAM,CM;Right;Lazio
W. Zaha;28500000.0;78000.0;154.94;66.2;26;Ivory Coast;82;CF,LM,RM;Right;Crystal Palace
C. Bakambu;26000000.0;33000.0;182.88;73.0;27;DR Congo;82;ST;Right;Beijing Sinobo Guoan FC
W. Ben Yedder;23500000.0;28000.0;170.18;68.0;28;France;82;ST;Right;Sevilla FC
J. Cillessen;18000000.0;135000.0;185.42;83.0;29;Netherlands;82;GK;Right;FC Barcelona
Paco Alcácer;28500000.0;64000.0;175.26;72.1;25;Spain;82;ST;Right;Borussia Dortmund
